Joint_Position_1,Joint_Position_2,Joint_Position_3,Joint_Position_4,Joint_Position_5,Joint_Position_6,Joint_Position_7,Joint_Velocity_1,Joint_Velocity_2,Joint_Velocity_3,Joint_Velocity_4,Joint_Velocity_5,Joint_Velocity_6,Joint_Velocity_7,Joint_Acceleration_1,Joint_Acceleration_2,Joint_Acceleration_3,Joint_Acceleration_4,Joint_Acceleration_5,Joint_Acceleration_6,Joint_Acceleration_7,Torque_1
0.5987346796278377,0.40142764711515766,0.32331378038325687,-0.03641879013108151,-0.6660382303458654,0.5784208253292076,-0.09847932554291439,-0.20329504205142246,0.22679891285702847,-0.15010710661534055,0.15375368202389206,0.15030236878132186,-0.02343062892195813,0.14616394606836214,-0.9375548404652546,0.27866208605280196,-0.582454461020893,-0.12981390651427294,0.01885698307420136,-0.033778716678424914,0.2896583551242311,-0.9949717469249646
0.3930564018016083,0.4982166090110882,0.03565893678907117,0.07063070353845657,-0.6845492459739646,0.5071677236498506,-0.014934493325306941,-0.2521683512369869,-0.13087722374484922,-0.025709932043323502,0.2221928269426745,0.15262912990919775,0.10378011557945377,0.4232049453162148,-0.9454489149552981,0.014235322947217854,-0.3502993913564558,0.1851783428827738,0.03988204394307826,-0.006752222384350581,0.6351893508223367,-0.9572595575440449
0.6110374379253631,0.47921245827659265,0.2664691213978523,-0.031316885135926564,-0.6831185182342999,0.5914838681714683,-0.10157492303860638,-0.1354486661149762,0.05706738228017949,-0.02732893080554244,0.2306642963357437,0.1530827311692089,-0.004707697969561275,0.2366339038779277,-0.9155365272812648,0.298183488354127,-0.4525523076639433,-0.13862394869355954,0.02942682015221454,-0.0702692088792628,0.3752861157264147,-0.9270898911227067
0.6268008447858631,0.5446665280752692,0.24016927708629043,-0.04181219452460294,-0.7198947244515923,0.5891077844218686,-0.09538574472311545,-0.07891562825055509,-0.10966700846360367,0.10596549635598573,0.2208357765950053,0.178236792098315,0.10432589186424446,0.18043550217351956,-0.8527303127228852,0.22034943226930825,-0.4887487664575565,-0.14177766740838027,0.0337985421335909,-0.0174840731828404,0.37533724173088734,-0.9120050579120376
0.6127883376010685,0.37214826788004207,0.34551568682553313,-0.04620332016483675,-0.6660798515164739,0.5879205165157171,-0.10002611595281385,-0.024451377559653542,0.06887703823424385,-0.054167672808749234,0.0970975030273602,0.15782613432227977,-0.006956813995343425,0.10068002915000474,-0.8122625065143998,0.3728031725447998,-0.4452481846935371,-0.10145979898323054,0.022632767780984997,-0.01818289776822446,0.26191412928358915,-0.9019484777764039
0.625675171605425,0.3951162883043653,0.34186596091070043,-0.038843958641692655,-0.6863467602796163,0.5902966002653167,-0.0752734360426367,0.07583705587776057,-0.013879496885073617,-0.024625651790003644,-0.041189965512076654,0.19214664785346414,0.014072183551683493,0.041606883695196606,-0.8097285053642256,0.3639839359199373,-0.45532765615297943,-0.1330767902566845,0.010837468289528918,0.05514348575113348,0.20708287706998263,-0.89189189764077
0.5524028741834557,-0.028296003195388053,0.6364479321184182,-0.19598875531087934,-0.6302037031135888,0.57010840204885,-0.18047938402651542,-0.11379328512823661,-0.13982086791009596,0.3624493655602905,0.10955617968178699,0.19036336888291872,0.30245950954774137,0.09305533477431793,-0.7558152802447693,0.4125444203487849,-0.5952134089953307,0.007413654150827842,0.020777733120888042,-0.05869361575028853,0.30707438420236777,-0.8680075452511773
0.6122878909158971,0.3636342401726631,0.3519969739764346,-0.04908903110391727,-0.6664882592530691,0.5926711360776198,-0.10002611595281385,0.05290309038229535,-0.01575696585969555,-0.02122329258442812,0.07127879418551042,0.1712963780621366,0.0064041346112984066,0.09261251069211984,-0.7742717842381629,0.3613959483309892,-0.43028508230582274,-0.10924357765120729,0.01883816350650047,-0.012286634617288406,0.2435104556613017,-0.8680075452511773
0.5315102206611473,-0.059997617473728004,0.6364479321184182,-0.21116802078563734,-0.5970238261691809,0.5831714448911103,-0.20832766143238446,-0.1749470209811742,-0.10440511450197387,0.310680866453962,0.30177397928766725,0.1523437493169315,0.26692019736823647,0.2563208234669925,-0.7321649714950298,0.41693368159717714,-0.5053168651332769,-0.02835162571044414,0.06250643831190072,-0.11373162816705196,0.41010232396300283,-0.8579509651155435
0.5198326888588887,0.5412188724110465,0.21133667950829493,0.01974076519257606,-0.684099217066761,0.5712956699550016,-0.03814038282558485,-0.544078091457598,0.24771942664516766,-0.2819172102247447,0.2768945597576937,0.08655198167269051,0.007242861170692283,0.43649723742458746,-0.8793017663504163,-0.001025093161959978,-0.7346431609587165,-0.2828162696898152,-0.15699913442943225,-0.07274398535372928,0.2633469734671343,-0.855436833953928
0.5682923882988395,-0.04943041271428139,0.6275074079475806,-0.20573202287271986,-0.6218677630376691,0.5558565433631415,-0.17738378653082343,-0.019047628061680477,-0.1957683252077147,0.35423417774448707,-0.021078944354328,0.21361559199248648,0.28917406358919306,0.03072139380514205,-0.6976471474742397,0.4141417542718393,-0.5735306255980006,-0.006827330611732019,0.01908522038461613,-0.019675532804967366,0.29527572115453715,-0.8441231928615842
0.2541432870453335,0.28386866207134975,0.22728021903098483,-0.010869333730872732,-0.6421346718008115,0.5309192735220682,-0.04432956114107567,-0.26850053838734933,0.030755371230863027,-0.0788765915297257,0.25152077743199586,0.10088641100505913,0.06806477436896485,0.3141793853863235,-0.7996019211358227,0.30297384338728617,-0.37670639725184807,0.1905766973199572,-0.03911592972650946,-0.0865114815495831,0.6339851860756966,-0.8340666127259506
0.17136383004989875,0.5214065313921197,-0.1408369706089161,0.15610258649146536,-0.6719640445112407,0.4276021986901355,0.17691390104776383,-0.3871968869758847,-0.19339988843951283,0.04182859972898423,0.27568532878062735,0.1517180803468774,0.11643694806215965,0.5483999496274701,-0.8064807678310439,-0.26861742231359653,-0.2041030401810522,0.03989940540927983,0.07175570232018069,0.0271015473184264,0.5052780304077273,-0.8290383596509152
0.5813026746685039,0.32738480368684275,0.3558719916144051,-0.03006170736122482,-0.661788968959061,0.5309192735220682,-0.050518739456566375,0.15640092026956065,-0.421498646153768,0.4830893913947609,-0.36282802929368774,0.27747159789874565,0.1928145639862291,-0.2177183996674863,-0.7298092464469421,0.3406151052992563,-0.4155477278834361,-0.232272984690859,0.08061788150293347,0.1277961880025711,0.14556361677829566,-0.8227529716336068
0.6065745685472577,0.388732519381384,0.34804844009196656,-0.028347318205534933,-0.6900653517411631,0.5974217556395227,-0.06598866023145389,0.24760885872503513,-0.16215482003565362,0.08582286372353054,-0.08236622591694509,0.20077206641603773,0.016628487494280586,0.011861285614307437,-0.7882457117087811,0.3134003795272218,-0.4494174642997446,-0.15896012699133977,0.04957628826800997,0.07205553737555248,0.18989235172282104,-0.816467648353666
0.49981614889682713,0.3447024995503567,0.27295040854875374,0.053360362470850076,-0.6478549814363075,0.5273559218663171,0.023745350301644264,0.4173215494913056,-0.6136012309772216,0.5823073701008725,-0.46248985577332535,0.28187436294291035,0.1257841758961462,-0.3167289785868579,-0.7680827181364472,0.16447190354647034,-0.45321620356493253,-0.36901128468040634,0.13098271907917058,-0.09487932837276825,0.12077362714125384,-0.8064110682180323
0.5890177837778283,0.3896131197780046,0.34611093127298154,-0.02144849911086022,-0.6918225455377878,0.5997962914518258,-0.061348289001755596,0.32785870326627964,-0.2211690471743304,0.12698062161298185,-0.10561694029565827,0.2007755637272175,0.005909700127211037,-0.00011216833783733726,-0.7556074988256873,0.2996832673649945,-0.3997222782791664,-0.18637037096281117,0.058493795566569196,0.07487003687487026,0.17719075823226293,-0.8001256802007239
0.6300119337286465,0.5432743852731845,0.22787546347843324,-0.06029511984751512,-0.7220603259848122,0.5879205165157171,-0.10002611595281385,0.06471469571886623,-0.1853426291935244,0.21655737580284695,0.18112229165055482,0.18004070520482096,0.12156983380141373,0.10873550499493168,-0.7376132053001383,0.1697999462766575,-0.40629656625331545,-0.11937272063304005,0.054652884320745665,-0.004712154800709634,0.3185978766228803,-0.7963544880823986
0.5193322421737172,0.25370868243961375,0.32495248123260656,-0.019525135500633395,-0.6715959572836723,0.5214180343982626,-0.04432956114107567,0.402525598769917,-0.6776450826348097,0.6708172214838819,-0.31450773702248713,0.24298671074211375,0.1954196210673098,-0.17931794769101828,-0.721317067187685,0.19954337714152692,-0.37891262060434894,-0.2738342013873588,0.12131111005406447,-0.07098005081743841,0.16263927312268334,-0.7925832959640731
